,trip_id,scheduled_departure,transport_type,origin_station,destination_station,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,peak_hour
994,T00994,2023-01-11 13:30:00,Metro,Station_24,Station_25,7,Cloudy,1.0,61.0,11.0,5.545484757941834,No Event,0
995,T00995,2023-01-11 13:45:00,Bus,Station_8,Station_45,6,Fog,24.0,46.0,50.0,2.5079499355546218,Parade,0
996,T00996,2023-01-11 14:00:00,Bus,Station_43,Station_6,17,Fog,18.0,67.0,7.0,2.8227119519062454,No Event,0
997,T00997,2023-01-11 14:15:00,Metro,Station_9,Station_21,16,Clear,-0.6,46.0,32.0,-2.2077390305558304,Protest,0
998,T00998,2023-01-11 14:30:00,Metro,Station_47,Station_6,-5,Fog,2.1,66.0,45.0,5.534363249130343,Protest,0
999,T00999,2023-01-11 14:45:00,Tram,Station_33,Station_32,-10,Fog,-3.3,52.0,54.0,2.5884952509594057,No Event,0
1000,T01000,2023-01-11 15:00:00,Train,Station_33,Station_41,-3,Fog,27.4,78.0,37.0,3.784590897411556,No Event,0
1001,T01001,2023-01-11 15:15:00,Tram,Station_19,Station_48,-10,Clear,17.1,90.0,13.0,-1.9792021184418567,Concert,0
1002,T01002,2023-01-11 15:30:00,Bus,Station_3,Station_43,0,Fog,7.7,78.0,1.0,0.015179315746119748,No Event,0
1003,T01003,2023-01-11 15:45:00,Bus,Station_10,Station_39,5,Rain,-5.9,90.0,8.0,7.7,Concert,0
1004,T01004,2023-01-11 16:00:00,Bus,Station_40,Station_31,23,Snow,2.4000000000000004,,43.0,21.3,No Event,0
1005,T01005,2023-01-11 16:15:00,Bus,Station_47,Station_42,19,Clear,16.0,92.0,4.0,2.095405950167322,No Event,0
1006,T01006,2023-01-11 16:30:00,Metro,Station_42,Station_10,-8,Cloudy,20.1,36.0,33.0,-5.326674113432743,No Event,0
1007,T01007,2023-01-11 16:45:00,Bus,Station_1,Station_30,12,Fog,33.8,51.0,18.0,3.6295389210728572,No Event,0
1008,T01008,2023-01-11 17:00:00,Metro,Station_29,Station_18,1,Storm,5.4,35.0,27.0,29.1,No Event,0
1009,T01009,2023-01-11 17:15:00,Metro,Station_50,Station_24,0,Clear,11.2,90.0,38.0,0.5472227992421571,Parade,0
1010,T01010,2023-01-11 17:30:00,Bus,Station_34,Station_9,22,Cloudy,6.800000000000001,43.0,41.0,3.233457941737611,No Event,0
1011,T01011,2023-01-11 17:45:00,Bus,Station_13,Station_31,20,Snow,18.1,40.0,16.0,18.3,Festival,0
1012,T01012,2023-01-11 18:00:00,Train,Station_1,Station_15,13,Rain,-3.7,32.0,25.0,18.6,Parade,1
1013,T01013,2023-01-11 18:15:00,Tram,Station_34,Station_4,1,Cloudy,4.800000000000001,38.0,45.0,3.508083872384852,Festival,1
1014,T01014,2023-01-11 18:30:00,Bus,Station_29,Station_40,2,Fog,24.0,76.0,26.0,3.9444898708428076,No Event,1
1015,T01015,2023-01-11 18:45:00,Train,Station_48,Station_9,7,Storm,-13.4,71.0,64.0,25.4,Sports,1
1016,T01016,2023-01-11 19:00:00,Train,Station_47,Station_45,-3,Fog,6.6,71.0,27.0,-1.356286353563671,No Event,0
1017,T01017,2023-01-11 19:15:00,Tram,Station_13,Station_9,15,Cloudy,16.7,52.0,19.0,3.3736783221690314,No Event,0
1018,T01018,2023-01-11 19:30:00,Metro,Station_48,Station_26,13,Clear,2.4,32.0,5.0,1.6319707246188133,Festival,0
1019,T01019,2023-01-11 19:45:00,Bus,Station_49,Station_4,27,Storm,1.0999999999999996,30.0,28.0,7.6,No Event,0
1020,T01020,2023-01-11 20:00:00,Tram,Station_29,Station_17,16,Storm,7.4,96.0,59.0,36.2,Parade,0
1021,T01021,2023-01-11 20:15:00,Bus,Station_39,Station_16,20,Cloudy,8.9,32.0,18.0,2.411773019010725,Concert,0
1022,T01022,2023-01-11 20:30:00,Train,Station_24,Station_15,24,Snow,-12.8,73.0,31.0,14.9,No Event,0
1023,T01023,2023-01-11 20:45:00,Train,Station_26,Station_35,0,Snow,20.5,90.0,18.0,15.1,No Event,0
1024,T01024,2023-01-11 21:00:00,Metro,Station_17,Station_5,5,Fog,-3.2,84.0,23.0,-0.40512390585316105,Sports,0
1025,T01025,2023-01-11 21:15:00,Train,Station_7,Station_5,-10,Cloudy,20.0,33.0,23.0,6.725420065693785,No Event,0
1026,T01026,2023-01-11 21:30:00,Train,Station_13,Station_20,17,Storm,-6.1,60.0,79.0,36.4,Sports,0
1027,T01027,2023-01-11 21:45:00,Tram,Station_5,Station_15,-10,Cloudy,10.7,95.0,16.0,0.6045945766578302,No Event,0
1028,T01028,2023-01-11 22:00:00,Bus,Station_26,Station_18,11,Storm,-2.0,93.0,79.0,24.5,No Event,0
1029,T01029,2023-01-11 22:15:00,Bus,Station_49,Station_47,-4,Fog,0.6,60.0,55.0,-1.9275526220821901,No Event,0
1030,T01030,2023-01-11 22:30:00,Tram,Station_3,Station_2,5,Clear,0.0,92.0,17.0,0.7450835657984382,No Event,0
1031,T01031,2023-01-11 22:45:00,Metro,Station_7,Station_29,12,Clear,13.1,95.0,11.0,4.260961631315526,No Event,0
1032,T01032,2023-01-11 23:00:00,Bus,Station_49,Station_13,37,Cloudy,13.6,60.0,40.0,3.7343485005210413,No Event,0
1033,T01033,2023-01-11 23:15:00,Train,Station_39,Station_4,2,Storm,-8.7,76.0,38.0,,No Event,0
1034,T01034,2023-01-11 23:30:00,Bus,Station_1,Station_42,5,Clear,34.2,51.0,55.0,2.991599782674486,Sports,0
1035,T01035,2023-01-11 23:45:00,Train,Station_49,Station_45,14,Storm,2.3,75.0,79.0,30.3,Concert,0
1036,T01036,2023-01-12 00:00:00,Metro,Station_17,Station_10,7,Fog,13.4,87.0,17.0,1.148945630053509,No Event,0
1037,T01037,2023-01-12 00:15:00,Tram,Station_43,Station_31,6,Cloudy,-0.2999999999999998,90.0,15.0,4.735638483667559,Concert,0
1038,T01038,2023-01-12 00:30:00,Bus,Station_25,Station_41,7,Storm,6.800000000000001,75.0,43.0,13.7,Concert,0
1039,T01039,2023-01-12 00:45:00,Tram,Station_3,Station_8,2,Cloudy,21.2,30.0,35.0,2.3175409841687697,No Event,0
1040,T01040,2023-01-12 01:00:00,Bus,Station_15,Station_3,-2,Storm,10.8,54.0,47.0,20.5,No Event,0
1041,T01041,2023-01-12 01:15:00,Train,Station_29,Station_48,4,Snow,-4.6,86.0,21.0,25.2,No Event,0
1042,T01042,2023-01-12 01:30:00,Tram,Station_43,Station_46,0,Snow,-6.1,37.0,38.0,25.9,No Event,0
1043,T01043,2023-01-12 01:45:00,Bus,Station_32,Station_9,9,Storm,20.4,74.0,59.0,30.3,No Event,0
1044,T01044,2023-01-12 02:00:00,Train,Station_26,Station_30,-8,Fog,-0.3,68.0,23.0,2.7571559094792004,No Event,0
1045,T01045,2023-01-12 02:15:00,Tram,Station_16,Station_11,7,Cloudy,6.800000000000001,95.0,,2.5940088389662814,No Event,0
1046,T01046,2023-01-12 02:30:00,Tram,Station_25,Station_35,11,Rain,-1.9,61.0,19.0,28.9,Festival,0
1047,T01047,2023-01-12 02:45:00,Bus,Station_28,Station_37,-1,Storm,1.2999999999999998,87.0,63.0,24.8,No Event,0
1048,T01048,2023-01-12 03:00:00,Bus,Station_9,Station_42,-6,Storm,-5.9,85.0,52.0,16.1,Sports,0
1049,T01049,2023-01-12 03:15:00,Bus,Station_1,Station_13,43,Snow,19.5,30.0,39.0,25.5,Protest,0
1050,T01050,2023-01-12 03:30:00,Train,Station_29,Station_36,-9,Clear,24.3,96.0,57.0,1.6891377927849658,No Event,0
1051,T01051,2023-01-12 03:45:00,Bus,Station_22,Station_13,30,Snow,5.399999999999999,72.0,54.0,28.2,Festival,0
1052,T01052,2023-01-12 04:00:00,Tram,Station_16,Station_12,14,Cloudy,0.0,67.0,7.0,2.266050374487457,No Event,0
1053,T01053,2023-01-12 04:15:00,Tram,Station_41,Station_37,22,Snow,5.4,26.0,9.0,28.3,Festival,0
1054,T01054,2023-01-12 04:30:00,Bus,Station_44,Station_10,4,Rain,10.8,34.0,0.0,10.2,No Event,0
1055,T01055,2023-01-12 04:45:00,Bus,Station_41,Station_9,-7,Fog,18.6,53.0,20.0,2.2258300867367935,No Event,0
1056,T01056,2023-01-12 05:00:00,Metro,Station_7,Station_7,1,Rain,-8.6,83.0,24.0,,Concert,0
1057,T01057,2023-01-12 05:15:00,Tram,Station_14,Station_2,-8,Fog,33.9,63.0,31.0,6.857303709900585,Festival,0
1058,T01058,2023-01-12 05:30:00,Train,Station_29,Station_23,2,Rain,9.6,68.0,52.0,8.5,No Event,0
1059,T01059,2023-01-12 05:45:00,Metro,Station_19,Station_39,26,Snow,20.1,72.0,45.0,21.6,Sports,0
1060,T01060,2023-01-12 06:00:00,Bus,Station_19,Station_40,19,Rain,-9.6,78.0,45.0,18.9,Sports,0
1061,T01061,2023-01-12 06:15:00,Bus,Station_2,Station_39,-3,Snow,-5.1,57.0,9.0,15.6,No Event,0
1062,T01062,2023-01-12 06:30:00,Tram,Station_41,Station_21,5,Snow,-12.8,32.0,59.0,31.7,No Event,0
1063,T01063,2023-01-12 06:45:00,Bus,Station_45,Station_23,6,Cloudy,21.8,47.0,50.0,0.26966841889640136,No Event,0
1064,T01064,2023-01-12 07:00:00,Train,Station_15,Station_29,22,Snow,-3.2,95.0,56.0,22.2,No Event,0
1065,T01065,2023-01-12 07:15:00,Tram,Station_3,Station_14,2,Clear,28.6,63.0,,-0.40423667960174536,Sports,0
1066,T01066,2023-01-12 07:30:00,Bus,Station_11,Station_26,12,Rain,22.3,80.0,8.0,6.9,Festival,0
1067,T01067,2023-01-12 07:45:00,Tram,Station_46,Station_5,31,Storm,11.7,97.0,39.0,17.3,Sports,0
1068,T01068,2023-01-12 08:00:00,Bus,Station_30,Station_31,24,Storm,12.600000000000001,43.0,72.0,,Parade,1
1069,T01069,2023-01-12 08:15:00,Bus,Station_40,Station_25,22,Storm,18.0,98.0,47.0,45.3,No Event,1
1070,T01070,2023-01-12 08:30:00,Bus,Station_18,Station_31,23,Clear,22.0,37.0,58.0,-1.963807924399128,No Event,1
1071,T01071,2023-01-12 08:45:00,Train,Station_48,Station_50,23,Snow,-0.5,38.0,39.0,13.9,Festival,1
1072,T01072,2023-01-12 09:00:00,Train,Station_2,Station_20,5,Rain,16.3,88.0,6.0,29.7,Festival,0
1073,T01073,2023-01-12 09:15:00,Tram,Station_32,Station_44,9,Fog,30.9,40.0,10.0,-0.9204965241336969,No Event,0
1074,T01074,2023-01-12 09:30:00,Bus,Station_8,Station_17,14,Fog,8.3,49.0,20.0,-1.9130429437808836,No Event,0
1075,T01075,2023-01-12 09:45:00,Bus,Station_22,Station_45,8,Cloudy,29.799999999999997,84.0,37.0,3.3914029919307507,Protest,0
1076,T01076,2023-01-12 10:00:00,Train,Station_6,Station_2,14,Clear,-4.5,65.0,46.0,-0.38027640741682567,No Event,0
1077,T01077,2023-01-12 10:15:00,Bus,Station_12,Station_25,-3,Rain,3.0,43.0,18.0,20.3,No Event,0
1078,T01078,2023-01-12 10:30:00,Train,Station_47,Station_13,17,Snow,-10.7,83.0,45.0,27.9,Concert,0
1079,T01079,2023-01-12 10:45:00,Bus,Station_40,Station_39,31,Storm,,67.0,41.0,22.0,Parade,0
1080,T01080,2023-01-12 11:00:00,Tram,Station_36,Station_28,0,Clear,27.6,30.0,5.0,1.9693808673464879,Sports,0
1081,T01081,2023-01-12 11:15:00,Bus,Station_15,Station_42,-5,Clear,31.7,94.0,55.0,-1.545146721193527,Sports,0
1082,T01082,2023-01-12 11:30:00,Bus,Station_28,Station_6,13,Rain,21.1,30.0,9.0,26.5,No Event,0
1083,T01083,2023-01-12 11:45:00,Metro,Station_49,Station_3,13,Snow,22.1,,45.0,9.0,Concert,0
1084,T01084,2023-01-12 12:00:00,Train,Station_45,Station_35,3,Cloudy,0.7000000000000002,54.0,15.0,2.7017748646602247,No Event,0
1085,T01085,2023-01-12 12:15:00,Bus,Station_18,Station_18,8,Snow,-10.4,,44.0,19.3,Parade,0
1086,T01086,2023-01-12 12:30:00,Bus,Station_2,Station_11,6,Cloudy,13.8,79.0,10.0,5.0856156448882714,No Event,0
1087,T01087,2023-01-12 12:45:00,Metro,Station_13,Station_20,-2,Cloudy,24.2,41.0,56.0,-6.1318343315568296,Concert,0
1088,T01088,2023-01-12 13:00:00,Metro,Station_45,Station_5,6,Storm,-10.4,61.0,70.0,,Festival,0
1089,T01089,2023-01-12 13:15:00,Train,Station_15,Station_19,15,Storm,29.799999999999997,62.0,27.0,27.2,No Event,0
1090,T01090,2023-01-12 13:30:00,Metro,Station_20,Station_22,-6,Rain,14.100000000000001,55.0,27.0,9.1,Parade,0
1091,T01091,2023-01-12 13:45:00,Tram,Station_29,Station_19,15,Snow,25.200000000000003,66.0,2.0,26.7,No Event,0
1092,T01092,2023-01-12 14:00:00,Metro,Station_42,Station_47,-8,Cloudy,6.6,79.0,1.0,2.8643661114586596,No Event,0
1093,T01093,2023-01-12 14:15:00,Tram,Station_29,Station_16,3,Rain,9.3,90.0,52.0,25.6,No Event,0
1094,T01094,2023-01-12 14:30:00,Train,Station_3,Station_24,-4,Cloudy,21.1,70.0,13.0,3.1878913083948732,Festival,0
1095,T01095,2023-01-12 14:45:00,Train,Station_19,Station_41,8,Clear,26.7,86.0,51.0,2.663022854525444,Festival,0
1096,T01096,2023-01-12 15:00:00,Train,Station_3,Station_4,15,Fog,4.3,31.0,,1.148622963940995,No Event,0
1097,T01097,2023-01-12 15:15:00,Train,Station_14,Station_15,2,Fog,32.2,99.0,52.0,1.0554830460610511,No Event,0
1098,T01098,2023-01-12 15:30:00,Train,Station_40,Station_25,10,Cloudy,25.7,60.0,53.0,-2.774996906780382,Festival,0
1099,T01099,2023-01-12 15:45:00,Tram,Station_4,Station_44,19,Rain,-11.3,52.0,46.0,19.4,No Event,0
1100,T01100,2023-01-12 16:00:00,Tram,Station_11,Station_35,26,Storm,-4.9,83.0,24.0,14.1,Concert,0
1101,T01101,2023-01-12 16:15:00,Train,Station_31,Station_14,-1,Snow,3.8000000000000007,53.0,0.0,30.6,Concert,0
1102,T01102,2023-01-12 16:30:00,Metro,Station_43,Station_49,25,Cloudy,10.4,48.0,14.0,1.179235224366453,Festival,0
1103,T01103,2023-01-12 16:45:00,Bus,Station_32,Station_19,-2,Cloudy,18.3,77.0,19.0,1.430528516391112,No Event,0
1104,T01104,2023-01-12 17:00:00,Train,Station_27,Station_38,4,Snow,-10.4,27.0,21.0,24.7,No Event,0
1105,T01105,2023-01-12 17:15:00,Metro,Station_30,Station_36,27,Storm,10.8,40.0,55.0,13.1,Parade,0
1106,T01106,2023-01-12 17:30:00,Bus,Station_43,Station_7,20,Cloudy,17.7,73.0,49.0,7.446736067685741,No Event,0
1107,T01107,2023-01-12 17:45:00,Train,Station_2,Station_30,10,Clear,4.3,88.0,32.0,-0.756211925499537,No Event,0
1108,T01108,2023-01-12 18:00:00,Train,Station_49,Station_19,31,Storm,10.7,88.0,32.0,12.9,No Event,1
1109,T01109,2023-01-12 18:15:00,Tram,Station_9,Station_49,4,Clear,3.9,67.0,2.0,0.010946057465551218,Parade,1
1110,T01110,2023-01-12 18:30:00,Bus,Station_28,Station_25,14,Fog,0.9,54.0,1.0,-2.231398165829992,Sports,1
1111,T01111,2023-01-12 18:45:00,Bus,Station_31,Station_16,21,Snow,6.899999999999999,43.0,3.0,10.6,No Event,1
1112,T01112,2023-01-12 19:00:00,Metro,Station_34,Station_47,7,Storm,28.1,71.0,47.0,47.4,Sports,0
1113,T01113,2023-01-12 19:15:00,Tram,Station_15,Station_40,11,Storm,-0.5,65.0,78.0,28.1,No Event,0
1114,T01114,2023-01-12 19:30:00,Tram,Station_48,Station_8,18,Rain,4.199999999999999,38.0,32.0,,Parade,0
1115,T01115,2023-01-12 19:45:00,Tram,Station_25,Station_18,4,Rain,0.2999999999999998,,8.0,14.5,No Event,0
1116,T01116,2023-01-12 20:00:00,Tram,Station_36,Station_28,18,Snow,-4.3,35.0,56.0,22.2,Sports,0
1117,T01117,2023-01-12 20:15:00,Bus,Station_8,Station_16,12,Storm,9.2,88.0,59.0,16.3,Concert,0
1118,T01118,2023-01-12 20:30:00,Bus,Station_9,Station_19,-6,Fog,23.1,34.0,37.0,-2.3161172120016023,No Event,0
1119,T01119,2023-01-12 20:45:00,Train,Station_37,Station_42,-3,Cloudy,-6.4,62.0,51.0,6.1108842957617275,Festival,0
1120,T01120,2023-01-12 21:00:00,Train,Station_48,Station_17,16,Snow,20.299999999999997,93.0,17.0,13.9,No Event,0
1121,T01121,2023-01-12 21:15:00,Tram,Station_45,Station_45,8,Snow,-15.1,88.0,15.0,29.2,Concert,0
1122,T01122,2023-01-12 21:30:00,Tram,Station_39,Station_13,2,Rain,26.3,58.0,7.0,16.7,Sports,0
1123,T01123,2023-01-12 21:45:00,Tram,Station_32,Station_7,7,Fog,30.8,47.0,22.0,4.400030479693568,Concert,0
1124,T01124,2023-01-12 22:00:00,Train,Station_17,Station_27,5,Snow,4.0,30.0,59.0,30.1,No Event,0
1125,T01125,2023-01-12 22:15:00,Metro,Station_35,Station_10,-1,Fog,0.5,82.0,35.0,-1.750643965906212,Parade,0
1126,T01126,2023-01-12 22:30:00,Metro,Station_37,Station_34,19,Snow,5.600000000000001,56.0,2.0,25.4,No Event,0
1127,T01127,2023-01-12 22:45:00,Train,Station_19,Station_36,6,Rain,15.100000000000001,71.0,14.0,26.1,Concert,0
1128,T01128,2023-01-12 23:00:00,Train,Station_44,Station_25,4,Cloudy,25.3,76.0,37.0,4.425120897213864,Sports,0
1129,T01129,2023-01-12 23:15:00,Train,Station_29,Station_6,2,Rain,11.0,60.0,32.0,27.8,Festival,0
1130,T01130,2023-01-12 23:30:00,Train,Station_7,Station_24,8,Snow,1.4000000000000004,88.0,17.0,20.3,Concert,0
1131,T01131,2023-01-12 23:45:00,Train,Station_28,Station_18,0,Fog,28.5,,22.0,1.2628064283003062,No Event,0
1132,T01132,2023-01-13 00:00:00,Train,Station_9,Station_23,5,Clear,34.2,40.0,42.0,-0.41080392647605635,Protest,0
1133,T01133,2023-01-13 00:15:00,Tram,Station_28,Station_6,8,Rain,15.8,55.0,2.0,19.6,No Event,0
1134,T01134,2023-01-13 00:30:00,Tram,Station_6,Station_29,-10,Fog,30.0,56.0,29.0,2.574389997825845,No Event,0
1135,T01135,2023-01-13 00:45:00,Tram,Station_29,Station_25,15,Rain,12.899999999999999,86.0,44.0,25.9,Festival,0
1136,T01136,2023-01-13 01:00:00,Tram,Station_17,Station_17,26,Snow,11.600000000000001,52.0,16.0,13.7,No Event,0
1137,T01137,2023-01-13 01:15:00,Train,Station_16,Station_46,4,Fog,22.5,88.0,49.0,1.405215853276939,No Event,0
1138,T01138,2023-01-13 01:30:00,Metro,Station_23,Station_24,17,Cloudy,20.2,91.0,57.0,4.675624176825973,No Event,0
1139,T01139,2023-01-13 01:45:00,Bus,Station_31,Station_11,-1,Fog,7.8,49.0,57.0,2.073754180608904,No Event,0
1140,T01140,2023-01-13 02:00:00,Train,Station_3,Station_26,15,Storm,13.0,32.0,53.0,18.0,No Event,0
1141,T01141,2023-01-13 02:15:00,Bus,Station_21,Station_34,21,Clear,18.8,45.0,45.0,-3.49023496593587,No Event,0
1142,T01142,2023-01-13 02:30:00,Metro,Station_26,Station_28,28,Snow,-3.4000000000000004,70.0,,15.7,Sports,0
1143,T01143,2023-01-13 02:45:00,Tram,Station_36,Station_3,5,Fog,9.0,59.0,6.0,3.911058853547364,Sports,0
1144,T01144,2023-01-13 03:00:00,Metro,Station_42,Station_11,1,Snow,14.5,63.0,38.0,23.4,Concert,0
1145,T01145,2023-01-13 03:15:00,Train,Station_37,Station_38,-4,Rain,13.3,94.0,13.0,34.1,No Event,0
1146,T01146,2023-01-13 03:30:00,Tram,Station_22,Station_14,21,Rain,-4.0,58.0,57.0,13.6,Sports,0
1147,T01147,2023-01-13 03:45:00,Train,Station_42,Station_26,15,Fog,28.5,59.0,55.0,-1.987682598631391,No Event,0
1148,T01148,2023-01-13 04:00:00,Tram,Station_12,Station_48,-5,Storm,24.3,61.0,36.0,39.4,No Event,0
1149,T01149,2023-01-13 04:15:00,Bus,Station_42,Station_21,-2,Fog,13.6,39.0,43.0,3.802177629395746,Festival,0
1150,T01150,2023-01-13 04:30:00,Bus,Station_13,Station_39,6,Cloudy,0.3999999999999999,80.0,11.0,5.701608323104699,No Event,0
1151,T01151,2023-01-13 04:45:00,Bus,Station_11,Station_30,19,Storm,23.9,37.0,33.0,25.1,Concert,0
1152,T01152,2023-01-13 05:00:00,Metro,Station_16,Station_8,24,Snow,19.3,74.0,15.0,,Parade,0
1153,T01153,2023-01-13 05:15:00,Train,Station_8,Station_20,18,Fog,4.8,65.0,40.0,-2.314726861462286,No Event,0
1154,T01154,2023-01-13 05:30:00,Metro,Station_40,Station_48,1,Snow,-11.2,77.0,33.0,19.5,No Event,0
1155,T01155,2023-01-13 05:45:00,Bus,Station_40,Station_32,2,Clear,12.6,64.0,45.0,3.90225817333976,No Event,0
1156,T01156,2023-01-13 06:00:00,Train,Station_45,Station_22,13,Storm,14.100000000000001,65.0,51.0,16.6,No Event,0
1157,T01157,2023-01-13 06:15:00,Bus,Station_2,Station_7,-6,Fog,2.0,85.0,55.0,-2.897877502655108,Sports,0
1158,T01158,2023-01-13 06:30:00,Metro,Station_30,Station_9,-10,Clear,15.5,65.0,28.0,4.1328894032422925,Sports,0
1159,T01159,2023-01-13 06:45:00,Metro,Station_30,Station_45,-11,Fog,,90.0,15.0,,No Event,0
1160,T01160,2023-01-13 07:00:00,Metro,Station_12,Station_1,-11,Cloudy,27.6,91.0,4.0,-0.49382781888341576,No Event,0
1161,T01161,2023-01-13 07:15:00,Bus,Station_10,Station_29,20,Rain,9.2,54.0,4.0,19.9,Parade,0
1162,T01162,2023-01-13 07:30:00,Train,Station_44,Station_8,5,Snow,4.399999999999999,,51.0,15.3,No Event,0
1163,T01163,2023-01-13 07:45:00,Train,Station_11,Station_4,22,Fog,33.2,89.0,29.0,1.7696096179707912,No Event,0
1164,T01164,2023-01-13 08:00:00,Bus,Station_15,Station_35,33,Storm,2.0,86.0,85.0,20.9,No Event,1
1165,T01165,2023-01-13 08:15:00,Train,Station_16,Station_3,24,Fog,6.6,99.0,49.0,1.954987619954027,Concert,1
1166,T01166,2023-01-13 08:30:00,Bus,Station_17,Station_45,25,Fog,27.0,81.0,49.0,1.1528217272079175,No Event,1
1167,T01167,2023-01-13 08:45:00,Train,Station_26,Station_40,17,Fog,6.1,85.0,4.0,0.9498460731953822,No Event,1
1168,T01168,2023-01-13 09:00:00,Tram,Station_2,Station_7,11,Fog,28.3,92.0,42.0,2.576052495902319,Sports,0
1169,T01169,2023-01-13 09:15:00,Tram,Station_50,Station_27,27,Storm,-9.2,97.0,40.0,27.5,Sports,0
1170,T01170,2023-01-13 09:30:00,Metro,Station_12,Station_1,22,Storm,-5.5,49.0,63.0,40.6,No Event,0
1171,T01171,2023-01-13 09:45:00,Tram,Station_26,Station_27,-4,Fog,31.1,83.0,48.0,0.3104389256903646,No Event,0
1172,T01172,2023-01-13 10:00:00,Tram,Station_23,Station_16,11,Rain,10.600000000000001,30.0,24.0,19.4,No Event,0
1173,T01173,2023-01-13 10:15:00,Tram,Station_18,Station_38,13,Fog,23.8,,49.0,4.117215257105501,No Event,0
1174,T01174,2023-01-13 10:30:00,Bus,Station_32,Station_7,-5,Snow,-7.0,47.0,13.0,,No Event,0
1175,T01175,2023-01-13 10:45:00,Tram,Station_49,Station_44,-3,Snow,-8.3,75.0,43.0,17.8,No Event,0
1176,T01176,2023-01-13 11:00:00,Tram,Station_38,Station_23,4,Storm,19.4,53.0,71.0,22.3,No Event,0
1177,T01177,2023-01-13 11:15:00,Metro,Station_47,Station_41,-5,Snow,0.3000000000000007,38.0,,16.0,No Event,0
1178,T01178,2023-01-13 11:30:00,Tram,Station_3,Station_11,18,Snow,3.1999999999999993,52.0,17.0,24.5,Parade,0
1179,T01179,2023-01-13 11:45:00,Tram,Station_38,Station_42,1,Cloudy,-7.9,87.0,19.0,-3.009981418359035,No Event,0
1180,T01180,2023-01-13 12:00:00,Train,Station_3,Station_33,-9,Fog,10.4,72.0,33.0,3.387010426842222,No Event,0
1181,T01181,2023-01-13 12:15:00,Metro,Station_30,Station_50,6,Fog,25.8,39.0,6.0,5.529414994168176,No Event,0
1182,T01182,2023-01-13 12:30:00,Metro,Station_1,Station_36,-12,Fog,27.9,60.0,46.0,2.530679809944467,No Event,0
1183,T01183,2023-01-13 12:45:00,Metro,Station_30,Station_37,-3,Fog,23.0,43.0,59.0,-5.260520886637622,Protest,0
1184,T01184,2023-01-13 13:00:00,Metro,Station_45,Station_41,16,Clear,22.7,63.0,9.0,-0.13856094295592247,No Event,0
1185,T01185,2023-01-13 13:15:00,Metro,Station_32,Station_17,18,Fog,,46.0,,2.439591975492901,Protest,0
1186,T01186,2023-01-13 13:30:00,Metro,Station_28,Station_35,23,Storm,12.5,50.0,46.0,35.7,No Event,0
1187,T01187,2023-01-13 13:45:00,Bus,Station_21,Station_48,41,Storm,20.7,96.0,27.0,29.1,Festival,0
1188,T01188,2023-01-13 14:00:00,Tram,Station_46,Station_5,-1,Clear,4.9,87.0,33.0,3.020749135219387,No Event,0
1189,T01189,2023-01-13 14:15:00,Metro,Station_13,Station_48,8,Fog,4.3,37.0,26.0,5.3459471065991515,No Event,0
1190,T01190,2023-01-13 14:30:00,Tram,Station_27,Station_32,7,Rain,27.0,67.0,20.0,12.7,No Event,0
1191,T01191,2023-01-13 14:45:00,Tram,Station_36,Station_3,10,Fog,-3.9,55.0,30.0,4.685654058026562,No Event,0
1192,T01192,2023-01-13 15:00:00,Bus,Station_7,Station_47,18,Storm,-3.4,93.0,61.0,39.6,No Event,0
1193,T01193,2023-01-13 15:15:00,Metro,Station_22,Station_35,3,Cloudy,14.8,59.0,56.0,3.4501627809919166,No Event,0
1194,T01194,2023-01-13 15:30:00,Train,Station_10,Station_14,26,Snow,14.5,32.0,3.0,29.8,Sports,0
1195,T01195,2023-01-13 15:45:00,Bus,Station_39,Station_48,15,Cloudy,13.5,61.0,40.0,2.424064097318738,No Event,0
1196,T01196,2023-01-13 16:00:00,Train,Station_15,Station_31,17,Rain,4.199999999999999,40.0,58.0,,No Event,0
1197,T01197,2023-01-13 16:15:00,Tram,Station_15,Station_31,4,Fog,34.1,63.0,59.0,-0.712416930676639,No Event,0
1198,T01198,2023-01-13 16:30:00,Tram,Station_4,Station_17,0,Clear,23.2,47.0,48.0,0.1704437926381408,Concert,0
1199,T01199,2023-01-13 16:45:00,Bus,Station_32,Station_24,6,Fog,28.3,48.0,16.0,5.412974610066815,No Event,0
1200,T01200,2023-01-13 17:00:00,Bus,Station_23,Station_23,24,Rain,-8.4,83.0,48.0,15.5,No Event,0
1201,T01201,2023-01-13 17:15:00,Train,Station_6,Station_18,3,Rain,0.40000000000000036,66.0,47.0,21.4,No Event,0
1202,T01202,2023-01-13 17:30:00,Metro,Station_24,Station_50,22,Snow,-1.0,38.0,19.0,26.7,Protest,0
1203,T01203,2023-01-13 17:45:00,Train,Station_20,Station_14,24,Rain,-1.7000000000000002,,24.0,14.7,Concert,0
1204,T01204,2023-01-13 18:00:00,Bus,Station_37,Station_50,-16,Cloudy,-4.1,72.0,39.0,1.2456916628997423,No Event,1
1205,T01205,2023-01-13 18:15:00,Train,Station_20,Station_15,29,Snow,-8.0,50.0,22.0,12.0,No Event,1
1206,T01206,2023-01-13 18:30:00,Bus,Station_12,Station_15,8,Fog,16.3,80.0,14.0,,No Event,1
